date,sell,buy,sell_ma7,sell_ma30,sell_ma365,price_change_pct,sell_volatility_30,day_of_week,quarter,month
2017-08-18,7310.0,7090.0,7310.0,7310.0,8561.616438356165,0.0,0.0,4,3,8
2017-08-19,7310.0,7090.0,7310.0,7310.0,8554.95890410959,0.0,0.0,5,3,8
2017-08-20,7310.0,7090.0,7310.0,7310.0,8548.301369863013,0.0,0.0,6,3,8
2017-08-21,7310.0,7090.0,7310.0,7310.0,8541.643835616438,0.0,0.0,0,3,8
2017-08-22,7310.0,7090.0,7310.0,7310.0,8534.986301369863,0.0,0.0,1,3,8
2017-08-23,7310.0,7090.0,7310.0,7310.0,8528.328767123288,0.0,0.0,2,3,8
2017-08-24,7310.0,7090.0,7310.0,7310.0,8521.671232876712,0.0,0.0,3,3,8
2017-08-25,7310.0,7090.0,7310.0,7310.0,8515.013698630137,0.0,0.0,4,3,8
2017-08-26,7310.0,7090.0,7310.0,7310.0,8508.356164383562,0.0,0.0,5,3,8
2017-08-27,7310.0,7090.0,7310.0,7310.0,8501.698630136987,0.0,0.0,6,3,8
2017-08-28,7310.0,7090.0,7310.0,7310.0,8495.04109589041,0.0,0.0,0,3,8
2017-08-29,7310.0,7090.0,7310.0,7310.0,8488.383561643835,0.0,0.0,1,3,8
2017-08-30,7310.0,7090.0,7310.0,7310.0,8481.72602739726,0.0,0.0,2,3,8
2017-08-31,7310.0,7090.0,7310.0,7310.0,8475.068493150686,0.0,0.0,3,3,8
2017-09-01,7310.0,7090.0,7310.0,7310.0,8468.410958904109,0.0,0.0,4,3,9
2017-09-02,7310.0,7090.0,7310.0,7310.0,8461.753424657534,0.0,0.0,5,3,9
2017-09-03,7310.0,7090.0,7310.0,7310.0,8455.09589041096,0.0,0.0,6,3,9
2017-09-04,7310.0,7090.0,7310.0,7310.0,8448.438356164384,0.0,0.0,0,3,9
2017-09-05,7310.0,7090.0,7310.0,7310.0,8441.780821917808,0.0,0.0,1,3,9
2017-09-06,7310.0,7090.0,7310.0,7310.0,8435.123287671233,0.0,0.0,2,3,9
2017-09-07,7310.0,7090.0,7310.0,7310.0,8428.465753424658,0.0,0.0,3,3,9
2017-09-08,7310.0,7090.0,7310.0,7310.0,8421.808219178081,0.0,0.0,4,3,9
2017-09-09,7310.0,7090.0,7310.0,7310.0,8415.150684931506,0.0,0.0,5,3,9
2017-09-10,7310.0,7090.0,7310.0,7310.0,8408.493150684932,0.0,0.0,6,3,9
2017-09-11,7310.0,7090.0,7310.0,7310.0,8401.835616438357,0.0,0.0,0,3,9
2017-09-12,7310.0,7090.0,7310.0,7310.0,8395.17808219178,0.0,0.0,1,3,9
2017-09-13,7310.0,7090.0,7310.0,7310.0,8388.520547945205,0.0,0.0,2,3,9
2017-09-14,7310.0,7090.0,7310.0,7310.0,8381.86301369863,0.0,0.0,3,3,9
2017-09-15,7310.0,7090.0,7310.0,7310.0,8375.205479452055,0.0,0.0,4,3,9
2017-09-16,7310.0,7090.0,7310.0,7310.0,8368.547945205479,0.0,0.0,5,3,9
2017-09-17,7310.0,7090.0,7310.0,7310.0,8361.890410958904,0.0,0.0,6,3,9
2017-09-18,7310.0,7090.0,7310.0,7310.0,8355.232876712329,0.0,0.0,0,3,9
2017-09-19,7310.0,7090.0,7310.0,7310.0,8348.575342465754,0.0,0.0,1,3,9
2017-09-20,7310.0,7090.0,7310.0,7310.0,8341.917808219177,0.0,0.0,2,3,9
2017-09-21,7310.0,7090.0,7310.0,7310.0,8335.260273972603,0.0,0.0,3,3,9
2017-09-22,7310.0,7090.0,7310.0,7310.0,8328.602739726028,0.0,0.0,4,3,9
2017-09-23,7310.0,7090.0,7310.0,7310.0,8321.945205479453,0.0,0.0,5,3,9
2017-09-24,7310.0,7090.0,7310.0,7310.0,8315.287671232876,0.0,0.0,6,3,9
2017-09-25,7310.0,7090.0,7310.0,7310.0,8308.630136986301,0.0,0.0,0,3,9
2017-09-26,7310.0,7090.0,7310.0,7310.0,8301.972602739726,0.0,0.0,1,3,9
2017-09-27,7310.0,7090.0,7310.0,7310.0,8295.315068493152,0.0,0.0,2,3,9
2017-09-28,7310.0,7090.0,7310.0,7310.0,8288.657534246575,0.0,0.0,3,3,9
2017-09-29,7310.0,7090.0,7310.0,7310.0,8282.0,0.0,0.0,4,3,9
2017-09-30,7310.0,7090.0,7310.0,7310.0,8275.342465753425,0.0,0.0,5,3,9
2017-10-01,7310.0,7090.0,7310.0,7310.0,8268.684931506848,0.0,0.0,6,4,10
2017-10-02,7310.0,7090.0,7310.0,7310.0,8262.027397260274,0.0,0.0,0,4,10
2017-10-03,7310.0,7090.0,7310.0,7310.0,8255.369863013699,0.0,0.0,1,4,10
2017-10-04,7310.0,7090.0,7310.0,7310.0,8248.712328767124,0.0,0.0,2,4,10
2017-10-05,7310.0,7090.0,7310.0,7310.0,8242.054794520547,0.0,0.0,3,4,10
2017-10-06,7310.0,7090.0,7310.0,7310.0,8235.397260273972,0.0,0.0,4,4,10
2017-10-07,7310.0,7090.0,7310.0,7310.0,8228.739726027397,0.0,0.0,5,4,10
2017-10-08,7310.0,7090.0,7310.0,7310.0,8222.082191780823,0.0,0.0,6,4,10
2017-10-09,7310.0,7090.0,7310.0,7310.0,8215.424657534246,0.0,0.0,0,4,10
2017-10-10,7310.0,7090.0,7310.0,7310.0,8208.767123287671,0.0,0.0,1,4,10
2017-10-11,7310.0,7090.0,7310.0,7310.0,8202.109589041096,0.0,0.0,2,4,10
2017-10-12,7310.0,7090.0,7310.0,7310.0,8195.452054794521,0.0,0.0,3,4,10
2017-10-13,7310.0,7090.0,7310.0,7310.0,8188.7945205479455,0.0,0.0,4,4,10
2017-10-14,7310.0,7090.0,7310.0,7310.0,8182.13698630137,0.0,0.0,5,4,10
2017-10-15,7310.0,7090.0,7310.0,7310.0,8175.479452054795,0.0,0.0,6,4,10
2017-10-16,7310.0,7090.0,7310.0,7310.0,8168.821917808219,0.0,0.0,0,4,10
2017-10-17,7310.0,7090.0,7310.0,7310.0,8162.164383561644,0.0,0.0,1,4,10
2017-10-18,7310.0,7090.0,7310.0,7310.0,8155.506849315068,0.0,0.0,2,4,10
2017-10-19,7310.0,7090.0,7310.0,7310.0,8148.8493150684935,0.0,0.0,3,4,10
2017-10-20,7310.0,7090.0,7310.0,7310.0,8142.191780821918,0.0,0.0,4,4,10
2017-10-21,7310.0,7090.0,7310.0,7310.0,8135.534246575343,0.0,0.0,5,4,10
2017-10-22,7310.0,7090.0,7310.0,7310.0,8128.876712328767,0.0,0.0,6,4,10
2017-10-23,7310.0,7090.0,7310.0,7310.0,8122.219178082192,0.0,0.0,0,4,10
2017-10-24,7310.0,7090.0,7310.0,7310.0,8115.561643835616,0.0,0.0,1,4,10
2017-10-25,7310.0,7090.0,7310.0,7310.0,8108.904109589041,0.0,0.0,2,4,10
2017-10-26,7310.0,7090.0,7310.0,7310.0,8102.246575342466,0.0,0.0,3,4,10
2017-10-27,7310.0,7090.0,7310.0,7310.0,8095.58904109589,0.0,0.0,4,4,10
2017-10-28,7310.0,7090.0,7310.0,7310.0,8088.931506849315,0.0,0.0,5,4,10
2017-10-29,7310.0,7090.0,7310.0,7310.0,8082.273972602739,0.0,0.0,6,4,10
2017-10-30,7310.0,7090.0,7310.0,7310.0,8075.6164383561645,0.0,0.0,0,4,10
2017-10-31,7310.0,7090.0,7310.0,7310.0,8068.958904109589,0.0,0.0,1,4,10
2017-11-01,7310.0,7090.0,7310.0,7310.0,8062.301369863014,0.0,0.0,2,4,11
2017-11-02,7310.0,7090.0,7310.0,7310.0,8055.643835616438,0.0,0.0,3,4,11
2017-11-03,7310.0,7090.0,7310.0,7310.0,8048.986301369863,0.0,0.0,4,4,11
2017-11-04,7310.0,7090.0,7310.0,7310.0,8042.328767123287,0.0,0.0,5,4,11
2017-11-05,7310.0,7090.0,7310.0,7310.0,8035.671232876713,0.0,0.0,6,4,11
2017-11-06,7310.0,7090.0,7310.0,7310.0,8029.013698630137,0.0,0.0,0,4,11
2017-11-07,7310.0,7090.0,7310.0,7310.0,8022.356164383562,0.0,0.0,1,4,11
2017-11-08,7310.0,7090.0,7310.0,7310.0,8015.698630136986,0.0,0.0,2,4,11
2017-11-09,7310.0,7090.0,7310.0,7310.0,8009.041095890411,0.0,0.0,3,4,11
2017-11-10,7310.0,7090.0,7310.0,7310.0,8002.3835616438355,0.0,0.0,4,4,11
2017-11-11,7310.0,7090.0,7310.0,7310.0,7995.726027397261,0.0,0.0,5,4,11
2017-11-12,7310.0,7090.0,7310.0,7310.0,7989.068493150685,0.0,0.0,6,4,11
2017-11-13,7310.0,7090.0,7310.0,7310.0,7982.41095890411,0.0,0.0,0,4,11
2017-11-14,7310.0,7090.0,7310.0,7310.0,7975.753424657534,0.0,0.0,1,4,11
2017-11-15,7310.0,7090.0,7310.0,7310.0,7969.095890410959,0.0,0.0,2,4,11
2017-11-16,7310.0,7090.0,7310.0,7310.0,7962.438356164384,0.0,0.0,3,4,11
2017-11-17,7310.0,7090.0,7310.0,7310.0,7955.780821917808,0.0,0.0,4,4,11
2017-11-18,7310.0,7090.0,7310.0,7310.0,7949.123287671233,0.0,0.0,5,4,11
2017-11-19,7310.0,7090.0,7310.0,7310.0,7942.465753424657,0.0,0.0,6,4,11
2017-11-20,7310.0,7090.0,7310.0,7310.0,7935.808219178082,0.0,0.0,0,4,11
2017-11-21,7310.0,7090.0,7310.0,7310.0,7929.1506849315065,0.0,0.0,1,4,11
2017-11-22,7310.0,7090.0,7310.0,7310.0,7922.493150684932,0.0,0.0,2,4,11
2017-11-23,7310.0,7090.0,7310.0,7310.0,7915.835616438356,0.0,0.0,3,4,11
2017-11-24,7310.0,7090.0,7310.0,7310.0,7909.178082191781,0.0,0.0,4,4,11
2017-11-25,7310.0,7090.0,7310.0,7310.0,7902.520547945205,0.0,0.0,5,4,11
2017-11-26,7310.0,7090.0,7310.0,7310.0,7895.86301369863,0.0,0.0,6,4,11
2017-11-27,7310.0,7090.0,7310.0,7310.0,7889.2054794520545,0.0,0.0,0,4,11
2017-11-28,7310.0,7090.0,7310.0,7310.0,7882.54794520548,0.0,0.0,1,4,11
2017-11-29,7310.0,7090.0,7310.0,7310.0,7875.890410958904,0.0,0.0,2,4,11
2017-11-30,10180.0,9670.0,7720.0,7405.666666666667,7877.095890410959,39.26128590971272,523.9879133466089,3,4,11
2017-12-01,10180.0,9670.0,8130.0,7501.333333333333,7878.301369863014,0.0,728.1423379860671,4,4,12
2017-12-02,10180.0,9670.0,8540.0,7597.0,7879.506849315068,0.0,875.7190149262765,5,4,12
2017-12-03,10180.0,9670.0,8950.0,7692.666666666667,7880.712328767123,0.0,992.2907434518523,6,4,12
2017-12-04,10180.0,9670.0,9360.0,7788.333333333333,7881.917808219178,0.0,1087.8706925357264,0,4,12
2017-12-05,10180.0,9670.0,9770.0,7884.0,7883.123287671233,0.0,1167.6253532350358,1,4,12
2017-12-06,10180.0,9670.0,10180.0,7979.666666666667,7884.328767123287,0.0,1234.6254027264595,2,4,12
2017-12-07,10180.0,9670.0,10180.0,8075.333333333333,7885.534246575343,0.0,1290.858397462267,3,4,12
2017-12-08,10180.0,9670.0,10180.0,8171.0,7886.739726027397,0.0,1337.6828911372759,4,4,12
2017-12-09,10180.0,9670.0,10180.0,8266.666666666666,7887.945205479452,0.0,1376.0596752630534,5,4,12
2017-12-10,10180.0,9670.0,10180.0,8362.333333333334,7889.1506849315065,0.0,1406.6803262397211,6,4,12
2017-12-11,10180.0,9670.0,10180.0,8458.0,7890.356164383562,0.0,1430.0431630814037,0,4,12
2017-12-12,10180.0,9670.0,10180.0,8553.666666666666,7891.561643835616,0.0,1446.4998976920092,1,4,12
2017-12-13,10180.0,9670.0,10180.0,8649.333333333334,7892.767123287671,0.0,1456.2846759721363,2,4,12
2017-12-14,10180.0,9670.0,10180.0,8745.0,7893.972602739726,0.0,1459.5316915437963,3,4,12
2017-12-15,10180.0,9670.0,10180.0,8840.666666666666,7895.178082191781,0.0,1456.2846759721365,4,4,12
2017-12-16,10180.0,9670.0,10180.0,8936.333333333334,7896.3835616438355,0.0,1446.4998976920097,5,4,12
2017-12-17,10180.0,9670.0,10180.0,9032.0,7897.58904109589,0.0,1430.0431630814044,6,4,12
2017-12-18,10180.0,9670.0,10180.0,9127.666666666666,7898.7945205479455,0.0,1406.6803262397218,0,4,12
2017-12-19,10180.0,9670.0,10180.0,9223.333333333334,7900.0,0.0,1376.0596752630543,1,4,12
2017-12-20,10180.0,9670.0,10180.0,9319.0,7901.2054794520545,0.0,1337.682891137277,2,4,12
2017-12-21,10180.0,9670.0,10180.0,9414.666666666666,7902.41095890411,0.0,1290.8583974622682,3,4,12
2017-12-22,10180.0,9670.0,10180.0,9510.333333333334,7903.6164383561645,0.0,1234.625402726461,4,4,12
2017-12-23,10180.0,9670.0,10180.0,9606.0,7904.821917808219,0.0,1167.625353235038,5,4,12
2017-12-24,10180.0,9670.0,10180.0,9701.666666666666,7906.027397260274,0.0,1087.870692535729,6,4,12
2017-12-25,10180.0,9670.0,10180.0,9797.333333333334,7907.232876712329,0.0,992.2907434518555,0,4,12
2017-12-26,10180.0,9670.0,10180.0,9893.0,7908.438356164384,0.0,875.7190149262806,1,4,12
2017-12-27,10180.0,9670.0,10180.0,9988.666666666666,7909.643835616438,0.0,728.1423379860724,2,4,12
2017-12-28,10180.0,9670.0,10180.0,10084.333333333334,7910.8493150684935,0.0,523.987913346617,3,4,12
2017-12-29,10180.0,9670.0,10180.0,10180.0,7912.054794520548,0.0,0.0,4,4,12
2017-12-30,10180.0,9670.0,10180.0,10180.0,7913.260273972603,0.0,0.0,5,4,12
2017-12-31,10180.0,9670.0,10180.0,10180.0,7914.465753424657,0.0,0.0,6,4,12
2018-01-01,10180.0,9670.0,10180.0,10180.0,7915.671232876713,0.0,0.0,0,1,1
2018-01-02,10180.0,9670.0,10180.0,10180.0,7916.876712328767,0.0,0.0,1,1,1
2018-01-03,10180.0,9670.0,10180.0,10180.0,7918.082191780822,0.0,0.0,2,1,1
2018-01-04,10180.0,9670.0,10180.0,10180.0,7919.287671232877,0.0,0.0,3,1,1
2018-01-05,10180.0,9670.0,10180.0,10180.0,7920.493150684932,0.0,0.0,4,1,1
2018-01-06,10180.0,9670.0,10180.0,10180.0,7921.698630136986,0.0,0.0,5,1,1
2018-01-07,10180.0,9670.0,10180.0,10180.0,7922.904109589041,0.0,0.0,6,1,1
2018-01-08,10180.0,9670.0,10180.0,10180.0,7924.109589041096,0.0,0.0,0,1,1
2018-01-09,10180.0,9670.0,10180.0,10180.0,7925.315068493151,0.0,0.0,1,1,1
2018-01-10,10180.0,9670.0,10180.0,10180.0,7926.520547945205,0.0,0.0,2,1,1
2018-01-11,10180.0,9670.0,10180.0,10180.0,7927.726027397261,0.0,0.0,3,1,1
2018-01-12,10180.0,9670.0,10180.0,10180.0,7928.931506849315,0.0,0.0,4,1,1
2018-01-13,10180.0,9670.0,10180.0,10180.0,7930.13698630137,0.0,0.0,5,1,1
2018-01-14,6130.0,5940.0,9601.42857142857,10045.0,7920.246575342466,-39.783889980353635,739.4254526319797,6,1,1
2018-01-15,6130.0,5940.0,9022.857142857143,9910.0,7910.356164383562,0.0,1027.5179333949761,0,1,1
2018-01-16,6130.0,5940.0,8444.285714285714,9775.0,7900.465753424657,0.0,1235.7707353489288,1,1,1
2018-01-17,6130.0,5940.0,7865.714285714285,9640.0,7890.575342465753,0.0,1400.2709097491309,2,1,1
2018-01-18,6130.0,5940.0,7287.142857142857,9505.0,7880.684931506849,0.0,1535.1485382472802,3,1,1
2018-01-19,6130.0,5940.0,6708.571428571428,9370.0,7870.7945205479455,0.0,1647.6943137985695,4,1,1
2018-01-20,6130.0,5940.0,6130.0,9235.0,7860.904109589041,0.0,1742.2414219659088,5,1,1
2018-01-21,6130.0,5940.0,6130.0,9100.0,7851.013698630137,0.0,1821.594602690654,6,1,1
2018-01-22,6130.0,5940.0,6130.0,8965.0,7841.123287671233,0.0,1887.670978782565,0,1,1
2018-01-23,6130.0,5940.0,6130.0,8830.0,7831.232876712329,0.0,1941.8263710158044,1,1,1
2018-01-24,6130.0,5940.0,6130.0,8695.0,7821.342465753424,0.0,1985.0366973069201,2,1,1
2018-01-25,6130.0,5940.0,6130.0,8560.0,7811.45205479452,0.0,2018.005160445879,3,1,1
2018-01-26,6130.0,5940.0,6130.0,8425.0,7801.561643835616,0.0,2041.2280786246074,4,1,1
2018-01-27,6130.0,5940.0,6130.0,8290.0,7791.671232876713,0.0,2055.0358667899427,5,1,1
2018-01-28,6130.0,5940.0,6130.0,8155.0,7781.780821917808,0.0,2059.617892248208,6,1,1
2018-01-29,6130.0,5940.0,6130.0,8020.0,7771.890410958904,0.0,2055.0358667899422,0,1,1
2018-01-30,6130.0,5940.0,6130.0,7885.0,7762.0,0.0,2041.228078624606,1,1,1
2018-01-31,6130.0,5940.0,6130.0,7750.0,7752.109589041096,0.0,2018.005160445877,2,1,1
2018-02-01,8890.0,8620.0,6524.285714285715,7707.0,7749.780821917808,45.02446982055466,1977.7837648968698,3,1,2
2018-02-02,8890.0,8620.0,6918.571428571428,7664.0,7747.45205479452,0.0,1935.739366896201,4,1,2
2018-02-03,8890.0,8620.0,7312.857142857143,7621.0,7745.123287671233,0.0,1891.750420952086,5,1,2
2018-02-04,8890.0,8620.0,7707.142857142857,7578.0,7742.7945205479455,0.0,1845.677896208248,6,1,2
2018-02-05,8890.0,8620.0,8101.428571428572,7535.0,7740.465753424657,0.0,1797.361572052111,0,1,2
2018-02-06,8890.0,8620.0,8495.714285714286,7492.0,7738.13698630137,0.0,1746.6152488702792,1,1,2
2018-02-07,6060.0,5760.0,8485.714285714286,7354.666666666667,7728.054794520548,-31.833520809898765,1688.9983428940448,2,1,2
2018-02-08,6060.0,5760.0,8081.428571428572,7217.333333333333,7717.972602739726,0.0,1617.3263022087006,3,1,2
